segment_id,meeting_id,speaker_id,dact_id,word,start_time,end_time,dialogue_act_type,dialogue_act_gloss,dialogue_act_category,event_type,audio,video,lip_video
TS3003d-D-1577.36-1577.55-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.100,<laugh>,1577.36,1577.552,be.pos,Be-Positive,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3003d-D-1577.36-1577.55-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3003d-D-1577.36-1577.55-laughter.mp4,
TS3003d-D-1716.91-1716.91-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.133,<laugh>,1716.912,1716.912,inf,Inform,Task,laughter,,,
TS3003d-D-1799.74-1799.74-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.153,<laugh>,1799.744,1799.744,ass,Assess,Task,laughter,,,
TS3003d-D-2018.40-2018.40-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.189,<laugh>,2018.4,2018.4,inf,Inform,Task,laughter,,,
TS3003d-D-2019.03-2019.42-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.189,<laugh>,2019.03,2019.417,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3003d-D-2019.03-2019.42-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3003d-D-2019.03-2019.42-laughter.mp4,
TS3003d-D-2104.37-2105.83-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.196,<laugh>,2104.368,2105.827,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3003d-D-2104.37-2105.83-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3003d-D-2104.37-2105.83-laughter.mp4,
TS3003d-D-2111.21-2111.66-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.197,<laugh>,2111.21,2111.665,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3003d-D-2111.21-2111.66-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3003d-D-2111.21-2111.66-laughter.mp4,
TS3003d-D-2176.72-2176.72-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.201,<laugh>,2176.72,2176.72,inf,Inform,Task,laughter,,,
TS3003d-D-2429.86-2429.86-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.224,<laugh>,2429.856,2429.856,be.pos,Be-Positive,Other,laughter,,,
TS3003d-D-2476.00-2476.64-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.229,<laugh>,2476.0,2476.641,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3003d-D-2476.00-2476.64-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3003d-D-2476.00-2476.64-laughter.mp4,
TS3003d-D-2492.30-2492.78-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.231,<laugh>,2492.304,2492.784,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3003d-D-2492.30-2492.78-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3003d-D-2492.30-2492.78-laughter.mp4,
TS3003d-D-2509.42-2512.29-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.232,<laugh>,2509.419,2512.292,stl,Stall,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/TS3003d-D-2509.42-2512.29-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/TS3003d-D-2509.42-2512.29-laughter.mp4,
TS3003d-D-2586.60-2586.60-laughter,TS3003d,D,TS3003d.D.dialog-act.vkaraisk.238,<laugh>,2586.601,2586.601,bck,Backchannel,Minor,laughter,,,
TS3009b-D-134.53-134.85-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.10,<laugh>,134.53,134.848,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3009b-D-134.53-134.85-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3009b-D-134.53-134.85-laughter.mp4,
TS3009b-D-239.09-241.38-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.13,<laugh>,239.088,241.376,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3009b-D-239.09-241.38-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3009b-D-239.09-241.38-laughter.mp4,
TS3009b-D-243.65-243.65-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.16,<laugh>,243.648,243.648,bck,Backchannel,Minor,laughter,,,
TS3009b-D-364.80-366.40-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.25,<laugh>,364.8,366.4,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3009b-D-364.80-366.40-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3009b-D-364.80-366.40-laughter.mp4,
TS3009b-D-397.54-397.54-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.33,<laugh>,397.54,397.54,ass,Assess,Task,laughter,,,
TS3009b-D-560.05-560.05-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.64,<laugh>,560.05,560.05,inf,Inform,Task,laughter,,,
TS3009b-D-702.98-702.98-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.88,<laugh>,702.98,702.98,inf,Inform,Task,laughter,,,
TS3009b-D-781.41-781.63-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.107,<laugh>,781.41,781.632,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3009b-D-781.41-781.63-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3009b-D-781.41-781.63-laughter.mp4,
TS3009b-D-869.24-869.24-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.123,<laugh>,869.24,869.24,be.pos,Be-Positive,Other,laughter,,,
TS3009b-D-870.71-870.93-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.123,<laugh>,870.71,870.928,be.pos,Be-Positive,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3009b-D-870.71-870.93-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3009b-D-870.71-870.93-laughter.mp4,
TS3009b-D-882.68-882.68-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.124,<laugh>,882.68,882.68,inf,Inform,Task,laughter,,,
TS3009b-D-948.22-948.96-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.130,<laugh>,948.219,948.955,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/TS3009b-D-948.22-948.96-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/TS3009b-D-948.22-948.96-laughter.mp4,
TS3009b-D-995.08-995.78-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.131,<laugh>,995.077,995.78,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3009b-D-995.08-995.78-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3009b-D-995.08-995.78-laughter.mp4,
TS3009b-D-1168.49-1168.64-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.159,<laugh>,1168.49,1168.64,be.pos,Be-Positive,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3009b-D-1168.49-1168.64-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3009b-D-1168.49-1168.64-laughter.mp4,
TS3009b-D-1207.42-1209.02-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.161,<laugh>,1207.424,1209.024,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3009b-D-1207.42-1209.02-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3009b-D-1207.42-1209.02-laughter.mp4,
TS3009b-D-1234.90-1235.53-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.167,<laugh>,1234.9,1235.534,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/TS3009b-D-1234.90-1235.53-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/TS3009b-D-1234.90-1235.53-laughter.mp4,
TS3009b-D-1413.18-1413.39-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.189,<laugh>,1413.18,1413.392,sug,Suggest,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3009b-D-1413.18-1413.39-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3009b-D-1413.18-1413.39-laughter.mp4,
TS3009b-D-1540.26-1540.26-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.212,<laugh>,1540.26,1540.26,und,Comment-About-Understanding,Other,laughter,,,
TS3009b-D-1733.93-1733.93-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.249,<laugh>,1733.93,1733.93,fra,Fragment,Minor,laughter,,,
TS3009b-D-1807.70-1807.89-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.263,<laugh>,1807.7,1807.893,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3009b-D-1807.70-1807.89-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3009b-D-1807.70-1807.89-laughter.mp4,
TS3009b-D-1826.64-1826.64-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.270,<laugh>,1826.64,1826.64,inf,Inform,Task,laughter,,,
TS3009b-D-1860.68-1860.85-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.278,<laugh>,1860.68,1860.853,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/TS3009b-D-1860.68-1860.85-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/TS3009b-D-1860.68-1860.85-laughter.mp4,
TS3009b-D-1879.67-1879.74-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.282,<laugh>,1879.67,1879.744,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3009b-D-1879.67-1879.74-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3009b-D-1879.67-1879.74-laughter.mp4,
TS3009b-D-1906.56-1907.26-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.286,<laugh>,1906.56,1907.263,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3009b-D-1906.56-1907.26-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3009b-D-1906.56-1907.26-laughter.mp4,
TS3009b-D-1955.28-1955.28-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.290,<laugh>,1955.28,1955.28,inf,Inform,Task,laughter,,,
TS3009b-D-2197.28-2197.28-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.329,<laugh>,2197.28,2197.28,ass,Assess,Task,laughter,,,
TS3009b-D-2349.97-2350.22-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.345,<laugh>,2349.97,2350.224,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3009b-D-2349.97-2350.22-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3009b-D-2349.97-2350.22-laughter.mp4,
TS3009b-D-2439.63-2439.63-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.355,<laugh>,2439.632,2439.632,be.pos,Be-Positive,Other,laughter,,,
TS3009b-D-2442.49-2442.61-laughter,TS3009b,D,TS3009b.D.dialog-act.s9553330.355,<laugh>,2442.49,2442.609,be.pos,Be-Positive,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3009b-D-2442.49-2442.61-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3009b-D-2442.49-2442.61-laughter.mp4,
TS3006d-B-7.10-7.82-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.1,<laugh>,7.1,7.824,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3006d-B-7.10-7.82-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3006d-B-7.10-7.82-laughter.mp4,
TS3006d-B-83.67-84.97-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.8,<laugh>,83.67,84.974,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-83.67-84.97-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-83.67-84.97-laughter.mp4,
TS3006d-B-103.58-103.71-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.11,<laugh>,103.58,103.714,oth,Other,Other,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3006d-B-103.58-103.71-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3006d-B-103.58-103.71-laughter.mp4,
TS3006d-B-176.87-177.94-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.15,<laugh>,176.873,177.943,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-176.87-177.94-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-176.87-177.94-laughter.mp4,
TS3006d-B-318.60-319.11-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.26,<laugh>,318.6,319.105,sug,Suggest,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/TS3006d-B-318.60-319.11-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/TS3006d-B-318.60-319.11-laughter.mp4,
TS3006d-B-389.81-390.39-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.33,<laugh>,389.808,390.392,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/audio_segments/TS3006d-B-389.81-390.39-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0011/video_segments/TS3006d-B-389.81-390.39-laughter.mp4,
TS3006d-B-449.62-449.83-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.41,<laugh>,449.62,449.826,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-449.62-449.83-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-449.62-449.83-laughter.mp4,
TS3006d-B-509.30-510.40-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.43,<laugh>,509.301,510.404,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3006d-B-509.30-510.40-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3006d-B-509.30-510.40-laughter.mp4,
TS3006d-B-613.85-613.85-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.55,<laugh>,613.85,613.85,inf,Inform,Task,laughter,,,
TS3006d-B-615.86-616.15-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.55,<laugh>,615.86,616.146,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3006d-B-615.86-616.15-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3006d-B-615.86-616.15-laughter.mp4,
TS3006d-B-647.18-647.39-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.62,<laugh>,647.18,647.395,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/audio_segments/TS3006d-B-647.18-647.39-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0016/video_segments/TS3006d-B-647.18-647.39-laughter.mp4,
TS3006d-B-670.85-nan-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.63,<laugh>,670.845,,ass,Assess,Task,laughter,,,
TS3006d-B-771.69-nan-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.66,<laugh>,771.692,,ass,Assess,Task,laughter,,,
TS3006d-B-817.17-817.50-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.72,<laugh>,817.17,817.5,bck,Backchannel,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3006d-B-817.17-817.50-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3006d-B-817.17-817.50-laughter.mp4,
TS3006d-B-835.78-838.86-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.46,<laugh>,835.782,838.859,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/audio_segments/TS3006d-B-835.78-838.86-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0019/video_segments/TS3006d-B-835.78-838.86-laughter.mp4,
TS3006d-B-847.84-848.20-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.75,<laugh>,847.84,848.204,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/TS3006d-B-847.84-848.20-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/TS3006d-B-847.84-848.20-laughter.mp4,
TS3006d-B-855.85-855.85-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.76,<laugh>,855.85,855.85,ass,Assess,Task,laughter,,,
TS3006d-B-935.63-935.63-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.89,<laugh>,935.63,935.63,ass,Assess,Task,laughter,,,
TS3006d-B-1003.09-1004.62-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.90,<laugh>,1003.094,1004.622,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3006d-B-1003.09-1004.62-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3006d-B-1003.09-1004.62-laughter.mp4,
TS3006d-B-1054.73-1055.25-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.91,<laugh>,1054.728,1055.25,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-1054.73-1055.25-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-1054.73-1055.25-laughter.mp4,
TS3006d-B-1175.25-1176.67-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.96,<laugh>,1175.251,1176.668,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-1175.25-1176.67-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-1175.25-1176.67-laughter.mp4,
TS3006d-B-1193.08-1194.16-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.99,<laugh>,1193.083,1194.163,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-1193.08-1194.16-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-1193.08-1194.16-laughter.mp4,
TS3006d-B-1198.41-1198.76-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.100,<laugh>,1198.41,1198.764,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3006d-B-1198.41-1198.76-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3006d-B-1198.41-1198.76-laughter.mp4,
TS3006d-B-1213.23-1213.42-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.102,<laugh>,1213.23,1213.42,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/audio_segments/TS3006d-B-1213.23-1213.42-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0015/video_segments/TS3006d-B-1213.23-1213.42-laughter.mp4,
TS3006d-B-1243.63-nan-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.104,<laugh>,1243.626,,fra,Fragment,Minor,laughter,,,
TS3006d-B-1256.53-1257.05-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.107,<laugh>,1256.53,1257.051,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3006d-B-1256.53-1257.05-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3006d-B-1256.53-1257.05-laughter.mp4,
TS3006d-B-1307.81-1307.92-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.111,<laugh>,1307.81,1307.917,inf,Inform,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-1307.81-1307.92-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-1307.81-1307.92-laughter.mp4,
TS3006d-B-1331.33-nan-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.113,<laugh>,1331.334,,ass,Assess,Task,laughter,,,
TS3006d-B-1336.95-1337.58-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.114,<laugh>,1336.948,1337.582,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/audio_segments/TS3006d-B-1336.95-1337.58-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0014/video_segments/TS3006d-B-1336.95-1337.58-laughter.mp4,
TS3006d-B-1341.37-1344.09-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.115,<laugh>,1341.372,1344.092,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/audio_segments/TS3006d-B-1341.37-1344.09-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0018/video_segments/TS3006d-B-1341.37-1344.09-laughter.mp4,
TS3006d-B-1356.17-1356.56-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.117,<laugh>,1356.17,1356.556,ass,Assess,Task,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/audio_segments/TS3006d-B-1356.17-1356.56-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0013/video_segments/TS3006d-B-1356.17-1356.56-laughter.mp4,
TS3006d-B-1366.30-1367.40-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.120,<laugh>,1366.3,1367.404,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/audio_segments/TS3006d-B-1366.30-1367.40-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0012/video_segments/TS3006d-B-1366.30-1367.40-laughter.mp4,
TS3006d-B-1503.00-1503.37-laughter,TS3006d,B,TS3006d.B.dialog-act.dharshi.129,<laugh>,1503.004,1503.372,fra,Fragment,Minor,laughter,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/audio_segments/TS3006d-B-1503.00-1503.37-laughter.wav,/deepstore/datasets/hmi/speechlaugh-corpus/ami/fluent_laughter/segments//chunk_0017/video_segments/TS3006d-B-1503.00-1503.37-laughter.mp4,
